Country,2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Trinidad and Tobago,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Tunisia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Turkey,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Turkmenistan,<200 ,<100 , <500,<500 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<500 , 1400,<1000 ,<500 , 1100,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,,,,<100 ,<100 , <100
Uganda,40 000 ,18 000 , 72 000,40 000 ,21 000 , 65 000,31 000 ,15 000 , 53 000,32 000 ,17 000 , 53 000,32 000 ,17 000 , 53 000,32 000 ,16 000 , 54 000,32 000 ,16 000 , 54 000,35 000 ,18 000 , 58 000,39 000 ,25 000 , 57 000,38 000 ,23 000 , 56 000,37 000 ,23 000 , 54 000,36 000 ,25 000 , 50 000,36 000 ,23 000 , 50 000,35 000 ,23 000 , 49 000,33 000 ,21 000 , 49 000,32 000 ,19 000 , 49 000,35 000 ,20 000 , 52 000,33 000 ,19 000 , 50 000,34 000 ,20 000 , 52 000
Ukraine,8700 ,2800 , 18 000,10 000 ,3300 , 20 000,7100 ,2200 , 15 000,8600 ,2800 , 18 000,9300 ,3000 , 19 000,9700 ,3200 , 20 000,9700 ,3200 , 20 000,3900 ,2500 , 5600,5200 ,3300 , 7400,5900 ,3800 , 8500,8400 ,5400 , 12 000,6300 ,4100 , 9000,6300 ,4100 , 9000,8600 ,5500 , 12 000,8300 ,5400 , 12 000,9100 ,5900 , 13 000,8100 ,5200 , 12 000,8300 ,5400 , 12 000,8200 ,5300 , 12 000
United Arab Emirates,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
United Kingdom,<1000 ,<500 , 1600,<1000 ,<500 , 1500,<1000 ,<500 , 1700,<1000 ,<500 , 1900,<500 ,<200 , 1000,<1000 ,<500 , 1400,<1000 ,<200 , 1200,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<1000 ,<200 , 1100,<1000 ,<200 , 1100,<1000 ,<200 , 1200,<500 ,<500 , <500,<500 ,<200 , <1000,<500 ,<100 , <1000,<500 ,<200 , <1000,<200 ,<200 , <500,<200 ,<200 , <200
United Republic of Tanzania,95 000 ,41 000 , 170 000,98 000 ,43 000 , 180 000,77 000 ,30 000 , 150 000,84 000 ,34 000 , 150 000,85 000 ,35 000 , 160 000,87 000 ,36 000 , 160 000,86 000 ,35 000 , 160 000,94 000 ,51 000 , 150 000,93 000 ,50 000 , 150 000,92 000 ,48 000 , 150 000,72 000 ,39 000 , 110 000,70 000 ,37 000 , 110 000,68 000 ,35 000 , 110 000,61 000 ,29 000 , 100 000,57 000 ,27 000 , 98 000,56 000 ,27 000 , 96 000,52 000 ,24 000 , 89 000,46 000 ,22 000 , 79 000,40 000 ,19 000 , 69 000
United States,4600 ,1900 , 8500,4200 ,1700 , 7800,4000 ,1600 , 7400,4100 ,1700 , 7600,2200 ,<1000 , 4400,2500 ,<1000 , 4800,2100 ,<1000 , 4100,1600 ,1400 , 1900,1500 ,1300 , 1700,1300 ,1100 , 1500,1100 ,<1000 , 1300,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Uruguay,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<100 ,<100 , <200,<200 ,<200 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500
Uzbekistan,<1000 ,<200 , 1300,<1000 ,<200 , 1500,<500 ,<200 , <1000,<1000 ,<200 , 1100,<200 ,<100 , <500,<200 ,<100 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1300,1300 ,<1000 , 1800,1100 ,<1000 , 1300,<1000 ,<1000 , 1100,1600 ,1100 , 2100,<1000 ,<1000 , 1300,1300 ,<1000 , 1800,1000 ,<1000 , 1400
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100,,,,,,,,,,,,,,,,,,,<100 ,<100 , <100,<100 ,<100 , <100
Venezuela (Bolivarian Republic of),<1000 ,<500 , 1300,<1000 ,<500 , 1300,<500 ,<200 , <1000,<1000 ,<200 , 1100,<1000 ,<200 , 1200,<1000 ,<500 , 1300,<1000 ,<500 , 1300,<1000 ,<500 , 1500,<1000 ,<1000 , 1200,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,1200 ,<1000 , 1500,1200 ,<500 , 2500,1200 ,<500 , 2500
Viet Nam,14 000 ,3500 , 32 000,15 000 ,3900 , 34 000,9900 ,2500 , 22 000,12 000 ,3000 , 26 000,12 000 ,3300 , 27 000,13 000 ,3400 , 28 000,13 000 ,3500 , 28 000,9500 ,5500 , 15 000,7900 ,4600 , 12 000,14 000 ,3900 , 31 000,14 000 ,4000 , 31 000,15 000 ,4400 , 33 000,14 000 ,8500 , 20 000,12 000 ,7400 , 17 000,9900 ,6200 , 14 000,7900 ,5000 , 12 000,6000 ,3800 , 8700,6600 ,4200 , 9500,6000 ,3800 , 8600
Yemen,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500
Zambia,61 000 ,37 000 , 91 000,60 000 ,36 000 , 89 000,50 000 ,31 000 , 74 000,50 000 ,33 000 , 71 000,49 000 ,32 000 , 71 000,48 000 ,30 000 , 71 000,47 000 ,28 000 , 70 000,48 000 ,28 000 , 74 000,47 000 ,30 000 , 67 000,46 000 ,30 000 , 65 000,44 000 ,28 000 , 63 000,43 000 ,28 000 , 61 000,41 000 ,26 000 , 58 000,40 000 ,26 000 , 58 000,38 000 ,25 000 , 54 000,37 000 ,24 000 , 53 000,36 000 ,23 000 , 51 000,36 000 ,23 000 , 51 000,36 000 ,23 000 , 51 000
Zimbabwe,50 000 ,31 000 , 74 000,51 000 ,33 000 , 73 000,51 000 ,33 000 , 71 000,50 000 ,32 000 , 72 000,49 000 ,30 000 , 71 000,46 000 ,26 000 , 73 000,44 000 ,24 000 , 69 000,41 000 ,22 000 , 65 000,39 000 ,22 000 , 62 000,44 000 ,32 000 , 58 000,41 000 ,32 000 , 51 000,37 000 ,27 000 , 48 000,34 000 ,24 000 , 45 000,29 000 ,22 000 , 37 000,26 000 ,19 000 , 34 000,23 000 ,17 000 , 30 000,21 000 ,16 000 , 27 000,20 000 ,15 000 , 26 000,19 000 ,14 000 , 24 000
Global,1 500 000 ,1 200 000,1 900 000,1 600 000 ,1 300 000,2 000 000,1 200 000 ,1 000 000,1 500 000,1 400 000 ,1 100 000,1 700 000,1 400 000 ,1 100 000,1 700 000,1 400 000 ,1 100 000,1 700 000,1 400 000 ,1 100 000,1 700 000,1 400 000 ,1 200 000,1 700 000,1 400 000 ,1 200 000,1 700 000,1 400 000 ,1 200 000,1 700 000,1 400 000 ,1 200 000,1 700 000,1 400 000 ,1 200 000,1 700 000,1 300 000 ,1 100 000,1 600 000,1 200 000 ,1 100 000,1 400 000,1 200 000 ,1 000 000,1 300 000,1 100 000 ,960 000,1 200 000,980 000 ,880 000,1 100 000,910 000 ,830 000,1 000 000,860 000 ,780 000,950 000
