Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Singapore,33 ,28 , 37,38 ,32 , 43,43 ,37 , 49,47 ,40 , 54,54 ,46 , 63,59 ,50 , 69,60 ,51 , 70,67 ,56 , 79,73 ,60 , 86,74 ,61 , 88
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,6 ,5 , 7,7 ,5 , 8,9 ,8 , 11,10 ,8 , 12,13 ,10 , 15,16 ,13 , 20,20 ,16 , 24,24 ,19 , 28,28 ,22 , 33,31 ,25 , 36
South Africa,20 ,17 , 22,26 ,23 , 29,33 ,29 , 36,37 ,33 , 41,42 ,37 , 46,46 ,41 , 51,51 ,46 , 56,55 ,49 , 60,59 ,52 , 64,63 ,56 , 68
South Sudan,2 ,1 , 2,2 ,2 , 3,2 ,2 , 3,4 ,3 , 5,5 ,4 , 6,8 ,6 , 10,8 ,6 , 10,11 ,9 , 14,14 ,11 , 17,16 ,12 , 20
Spain,63 ,49 , 76,63 ,49 , 77,67 ,51 , 80,68 ,53 , 83,70 ,54 , 85,73 ,56 , 89,81 ,62 , >95,83 ,63 , >95,83 ,63 , >95,85 ,64 , >95
Sri Lanka,5 ,4 , 6,6 ,5 , 7,8 ,6 , 9,11 ,9 , 13,14 ,12 , 17,18 ,16 , 22,25 ,22 , 30,33 ,28 , 38,42 ,36 , 49,51 ,45 , 60
Sudan,6 ,5 , 7,7 ,6 , 8,7 ,6 , 8,8 ,7 , 10,9 ,8 , 11,11 ,9 , 13,14 ,12 , 17,18 ,15 , 22,20 ,16 , 24,25 ,20 , 31
Suriname,19 ,16 , 23,21 ,18 , 25,26 ,21 , 30,28 ,22 , 33,31 ,25 , 37,33 ,27 , 40,37 ,30 , 45,40 ,32 , 48,43 ,34 , 52,43 ,34 , 52
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,15 ,7 , 28,21 ,10 , 40,26 ,12 , 48,28 ,13 , 52,30 ,14 , 55,27 ,12 , 48,26 ,12 , 46,25 ,11 , 46,37 ,16 , 68,45 ,19 , 85
Tajikistan,7 ,5 , 9,8 ,7 , 11,8 ,7 , 11,9 ,8 , 12,13 ,11 , 17,18 ,16 , 24,23 ,20 , 31,28 ,23 , 36,33 ,28 , 42,35 ,30 , 45
Thailand,32 ,27 , 40,36 ,31 , 44,39 ,34 , 47,43 ,38 , 51,48 ,42 , 56,52 ,46 , 61,59 ,53 , 69,66 ,58 , 76,73 ,65 , 85,79 ,70 , 91
Timor-Leste,8 ,6 , 13,7 ,5 , 11,13 ,10 , 20,16 ,12 , 24,18 ,14 , 26,21 ,16 , 30,22 ,17 , 31,26 ,19 , 36,34 ,25 , 47,45 ,32 , 62
Togo,27 ,22 , 32,30 ,25 , 36,21 ,17 , 25,23 ,19 , 27,25 ,21 , 30,29 ,25 , 36,32 ,27 , 39,33 ,28 , 41,42 ,36 , 51,50 ,42 , 60
Trinidad and Tobago,37 ,31 , 43,40 ,34 , 47,46 ,39 , 54,54 ,46 , 63,54 ,46 , 63,57 ,49 , 66,58 ,49 , 67,64 ,54 , 75,70 ,59 , 81,76 ,63 , 89
Tunisia,12 ,7 , 17,12 ,8 , 18,9 ,6 , 13,10 ,6 , 14,10 ,7 , 14,11 ,8 , 15,12 ,9 , 17,12 ,8 , 17,13 ,9 , 19,15 ,11 , 22
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,24 ,22 , 26,27 ,25 , 29,29 ,27 , 32,34 ,31 , 37,42 ,39 , 47,46 ,43 , 51,52 ,49 , 58,61 ,57 , 68,62 ,58 , 70,77 ,71 , 86
Ukraine,8 ,7 , 8,10 ,9 , 10,15 ,14 , 16,20 ,19 , 22,25 ,23 , 26,25 ,24 , 27,35 ,33 , 38,40 ,37 , 43,46 ,43 , 50,51 ,46 , 55
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,16 ,14 , 17,18 ,16 , 20,26 ,23 , 29,29 ,26 , 32,33 ,29 , 36,37 ,33 , 41,42 ,37 , 46,47 ,41 , 51,54 ,47 , 59,63 ,56 , 69
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,12 ,11 , 13,14 ,13 , 15,5 ,4 , 5,11 ,10 , 12,16 ,15 , 18,21 ,19 , 23,27 ,24 , 29,34 ,31 , 37,41 ,37 , 45,41 ,37 , 44
Venezuela (Bolivarian Republic of),42 ,35 , 50,43 ,36 , 50,44 ,37 , 51,43 ,36 , 50,43 ,35 , 50,56 ,46 , 67,52 ,44 , 62,41 ,34 , 49,28 ,23 , 33,50 ,41 , 61
Viet Nam,22 ,19 , 26,26 ,23 , 30,29 ,26 , 34,34 ,30 , 39,37 ,33 , 43,44 ,39 , 50,49 ,43 , 56,56 ,50 , 64,61 ,53 , 69,66 ,57 , 74
Yemen,8 ,6 , 12,7 ,5 , 11,8 ,5 , 11,9 ,6 , 13,12 ,8 , 18,12 ,8 , 18,14 ,9 , 22,16 ,10 , 26,17 ,10 , 28,19 ,11 , 31
Zambia,37 ,34 , 40,43 ,40 , 47,50 ,46 , 55,55 ,51 , 61,58 ,54 , 64,64 ,60 , 71,66 ,61 , 72,67 ,61 , 73,73 ,68 , 81,79 ,73 , 87
Zimbabwe,27 ,23 , 31,33 ,28 , 38,38 ,33 , 44,52 ,45 , 60,53 ,46 , 61,58 ,50 , 67,62 ,54 , 72,72 ,62 , 83,65 ,56 , 75,80 ,69 , 92
Global,26 ,18,31,30 ,21,36,33 ,23,40,37 ,26,45,41 ,28,49,45 ,31,54,49 ,34,59,53 ,39,64,56 ,43,68,61 ,48,74
