Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Oman,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Pakistan,1700 ,1400 , 2100,2000 ,1600 , 2300,2200 ,1800 , 2600,2400 ,1900 , 2900,2600 ,2100 , 3000,2800 ,2300 , 3300,3000 ,2500 , 3600,3200 ,2700 , 3900,3400 ,2800 , 3900,3600 ,3000 , 4100
Panama,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Papua New Guinea,1300 ,<1000 , 1700,1300 ,<1000 , 1600,1300 ,<1000 , 1600,1300 ,<1000 , 1700,1400 ,<1000 , 1700,1400 ,1000 , 1700,1400 ,1000 , 1800,1500 ,1100 , 1800,1500 ,1100 , 1800,1500 ,1100 , 1900
Paraguay,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Peru,1000 ,<1000 , 1200,1000 ,<1000 , 1200,1000 ,<1000 , 1100,1000 ,<1000 , 1200,1000 ,<1000 , 1200,1000 ,<1000 , 1200,1100 ,<1000 , 1200,1100 ,<1000 , 1200,1100 ,<1000 , 1200,1100 ,<1000 , 1200
Philippines,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Portugal,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500
Romania,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,11 000 ,8800 , 13 000,11 000 ,8400 , 13 000,11 000 ,8300 , 12 000,10 000 ,7600 , 12 000,9900 ,7800 , 11 000,9600 ,7400 , 11 000,9300 ,7200 , 11 000,8900 ,7000 , 10 000,8500 ,6800 , 9900,8100 ,6500 , 9400
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,3100 ,2700 , 3500,3000 ,2600 , 3400,2900 ,2600 , 3300,2700 ,2400 , 3100,2600 ,2200 , 3000,2400 ,2100 , 2900,2300 ,2000 , 2700,2200 ,1900 , 2600,2100 ,1800 , 2500,2000 ,1700 , 2400
Serbia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Sierra Leone,6500 ,5100 , 8300,6700 ,5000 , 8100,6800 ,5300 , 8300,7000 ,5200 , 8500,6900 ,5200 , 8500,6900 ,5200 , 8600,7000 ,5400 , 8300,7000 ,5200 , 8300,7100 ,5400 , 8700,7100 ,5400 , 8700
Singapore,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500
South Africa,290 000 ,220 000 , 360 000,300 000 ,220 000 , 370 000,310 000 ,230 000 , 380 000,320 000 ,230 000 , 390 000,320 000 ,230 000 , 390 000,320 000 ,230 000 , 380 000,310 000 ,220 000 , 380 000,320 000 ,230 000 , 390 000,320 000 ,220 000 , 380 000,310 000 ,220 000 , 380 000
South Sudan,8700 ,6200 , 12 000,8800 ,6300 , 12 000,8900 ,6600 , 12 000,9100 ,6900 , 12 000,9200 ,6700 , 12 000,9400 ,6700 , 12 000,9500 ,7000 , 13 000,9700 ,7000 , 13 000,9800 ,7100 , 13 000,10 000 ,7200 , 13 000
Spain,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Sri Lanka,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Sudan,2000 ,1500 , 2400,2000 ,1500 , 2400,1900 ,1400 , 2400,1900 ,1400 , 2300,1900 ,1400 , 2300,1800 ,1400 , 2200,1800 ,1400 , 2200,1800 ,1400 , 2200,1800 ,1300 , 2100,1800 ,1300 , 2200
Suriname,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tajikistan,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Thailand,8200 ,6800 , 9700,7600 ,6300 , 9000,6900 ,5800 , 8100,6300 ,5200 , 7400,5600 ,4700 , 6600,5100 ,4200 , 6000,4500 ,3800 , 5400,4100 ,3400 , 4800,3700 ,3000 , 4300,3300 ,2800 , 3900
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Togo,6700 ,5100 , 8500,6700 ,4800 , 8400,6600 ,4900 , 8200,6400 ,4800 , 8000,6300 ,4700 , 7800,6100 ,4400 , 7700,6000 ,4300 , 7600,5800 ,4200 , 7200,5700 ,4100 , 7400,5600 ,4100 , 7200
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tunisia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,95 000 ,81 000 , 110 000,95 000 ,80 000 , 110 000,96 000 ,80 000 , 110 000,97 000 ,82 000 , 110 000,99 000 ,82 000 , 110 000,100 000 ,83 000 , 110 000,100 000 ,83 000 , 110 000,98 000 ,81 000 , 110 000,97 000 ,81 000 , 110 000,96 000 ,79 000 , 110 000
Ukraine,3900 ,3300 , 4700,4000 ,3300 , 4700,4100 ,3500 , 4900,3700 ,3200 , 4300,3500 ,3100 , 4100,3400 ,3000 , 4000,3200 ,2800 , 3700,2900 ,2600 , 3400,2600 ,2300 , 2900,2500 ,2200 , 2800
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,75 000 ,60 000 , 91 000,76 000 ,60 000 , 89 000,76 000 ,61 000 , 91 000,78 000 ,61 000 , 94 000,80 000 ,61 000 , 94 000,81 000 ,63 000 , 95 000,81 000 ,62 000 , 96 000,81 000 ,63 000 , 94 000,81 000 ,62 000 , 95 000,81 000 ,63 000 , 94 000
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000
Venezuela (Bolivarian Republic of),2600 ,2100 , 3100,2600 ,2100 , 3100,2500 ,2100 , 3000,2400 ,1900 , 2900,2300 ,1800 , 2800,2100 ,1700 , 2600,2000 ,1600 , 2500,1800 ,1400 , 2300,1700 ,1300 , 2100,1600 ,1200 , 2000
Viet Nam,3200 ,2600 , 3800,3100 ,2600 , 3700,3000 ,2600 , 3600,3000 ,2400 , 3600,2900 ,2500 , 3500,2800 ,2400 , 3300,2700 ,2300 , 3300,2700 ,2200 , 3100,2500 ,2200 , 3000,2400 ,2100 , 2800
Yemen,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500
Zambia,53 000 ,43 000 , 60 000,54 000 ,44 000 , 61 000,55 000 ,44 000 , 62 000,55 000 ,45 000 , 62 000,56 000 ,45 000 , 62 000,56 000 ,45 000 , 63 000,56 000 ,45 000 , 63 000,57 000 ,46 000 , 63 000,57 000 ,46 000 , 63 000,56 000 ,45 000 , 63 000
Zimbabwe,71 000 ,54 000 , 86 000,74 000 ,56 000 , 89 000,74 000 ,56 000 , 89 000,73 000 ,56 000 , 89 000,72 000 ,55 000 , 87 000,70 000 ,54 000 , 85 000,69 000 ,52 000 , 83 000,67 000 ,51 000 , 81 000,65 000 ,50 000 , 79 000,64 000 ,48 000 , 77 000
Global,1 400 000 ,1 000 000,1 700 000,1 400 000 ,1 000 000,1 700 000,1 400 000 ,1 000 000,1 700 000,1 400 000 ,1 000 000,1 700 000,1 400 000 ,1 000 000,1 700 000,1 400 000 ,1 000 000,1 700 000,1 400 000 ,1 000 000,1 700 000,1 400 000 ,1 000 000,1 700 000,1 300 000 ,990 000,1 700 000,1 300 000 ,980 000,1 600 000
